ID,Gender,Program Duration,Year of Student,HSC Percentage,CGPA
828,Female,4,1,72.63,3.79
829,Female,4,1,74.73,3.46
830,Female,4,3,88.82,3.72
831,Male,4,1,70.55,2.22
832,Male,4,1,91,2.77
833,Female,4,1,75.36,3.72
834,Female,4,2,87,3.46
835,Male,4,3,86.72,2.6
836,Male,4,2,91.1,3.18
837,Male,4,2,90,2.72
838,Female,4,1,67.09,3.26
839,Female,4,4,66.54,3.56
840,Female,4,4,86.5,3.65
841,Male,4,3,87.5,3.56
842,Female,4,2,89.86,3.4
843,Female,4,2,86.6,3.53
844,Male,4,4,80.45,3.18
845,Female,4,1,83.81,3.39
846,Female,4,1,75.1,2.68
847,Male,4,4,84,3.02
848,Female,4,3,89.9,3.46
849,Male,4,2,84.63,2.1
850,Male,4,2,60.83,2.69
851,Female,4,1,84.81,3.21
852,Male,5,1,93.91,3.76
853,Male,4,4,85.54,3.8
854,Female,4,2,82,3.88
855,Female,4,2,57.2,2.98
856,Female,5,3,88,2.57
857,Male,4,2,94.63,3.25
858,Male,4,2,98.5,3.58
859,Male,4,1,95.81,3.83
860,Female,4,4,68.45,3.65
861,Male,4,2,86.82,3.33
862,Male,4,3,76,3.26
863,Male,4,1,65.8,3.15
864,Female,4,2,74.18,3.59
865,Female,5,1,95.09,3.81
866,Female,4,3,80.44,2.45
867,Female,4,2,54,3.6
868,Female,4,3,93.72,3.9
869,Male,4,4,86,3.61
870,Female,4,1,70.81,3.3
871,Female,4,2,98.81,3.96
872,Female,4,4,76.54,2.95
873,Male,4,4,87.3,3.13
874,Female,4,2,98,3.73
875,Male,5,1,97.72,3.91
876,Female,4,3,92.9,3.6
877,Female,4,2,55.53,2.8
878,Male,4,4,79,3.17
879,Male,4,4,82.7,3.36
880,Male,4,1,62.18,2.54
881,Male,4,2,99.81,3.4
882,Female,4,2,64,3.58
883,Male,4,1,46.9,3.22
884,Male,4,4,71.83,2.86
885,Female,4,1,97.64,3.62
886,Female,4,1,86.09,2.9
887,Female,4,3,84,3
888,Male,4,4,79,2.23
889,Female,4,2,92.6,3.7
890,Male,4,3,84.72,3.34
891,Female,4,1,94.81,3.8
892,Male,4,3,81,3.01
893,Male,4,3,76.36,2.92
894,Female,4,2,92.5,3.88
895,Female,4,2,62.18,3.63
896,Male,4,2,71.27,2.93
897,Male,4,1,97.72,3.91
898,Female,5,1,98.18,3.92
899,Female,5,2,99.7,2.98
900,Female,5,2,93.63,2.69
901,Female,4,4,89.6,3.64
902,Female,4,2,98.2,3.28
903,Male,4,1,97.6,3.9
904,Male,4,1,87.73,3.58
905,Male,5,2,97.45,2.69
906,Female,4,3,68.45,3.46
907,Male,4,1,84.81,3.66
908,Male,4,3,90.9,2.12
909,Male,4,2,78.63,2.06
910,Male,4,3,81,3.66
911,Female,4,3,90.63,3.14
912,Male,4,1,74.09,3.03
913,Female,4,2,85.5,3.25
914,Male,4,1,79.27,3.22
915,Female,4,1,69.54,2.25
916,Female,4,3,79.18,3.37
917,Female,4,1,78,3.57
918,Male,4,2,97.8,3.1
919,Female,4,2,98.81,3.64
920,Male,4,3,96.96,3.8
921,Female,4,2,90.75,3.33
922,Female,4,4,72.9,2.87
923,Female,4,3,71.4,2.08
924,Female,4,2,66.09,3.88
925,Female,4,1,69.9,2.88
926,Male,4,1,93.54,3.75
927,Male,4,4,83.63,2.9
928,Female,4,2,79,2.63
929,Male,5,1,98.18,3.92
930,Female,4,2,86.27,3.83
931,Male,5,1,86.45,3.49
932,Female,5,2,99.27,3.19
933,Female,4,2,98,3.31
934,Female,4,4,86,3.87
935,Female,4,3,95,3.48
936,Female,4,1,78,3.65
937,Female,4,2,92,2.48
938,Female,4,4,67.9,3.52
939,Male,4,3,78.18,2.5
940,Female,5,1,97.36,3.89
941,Female,4,1,51.8,3.66
942,Male,5,1,98.6,3.94
943,Female,4,2,79,3.33
944,Male,4,1,72.63,2.98
945,Male,4,2,88.9,3
946,Female,4,4,79.54,2.9
947,Female,4,1,88.54,3.1
948,Male,4,4,80.63,3.41
949,Female,4,2,70.27,3.17
950,Female,4,1,94,3.4
951,Male,4,3,90.36,3.4
952,Male,4,1,51.64,2.52
953,Male,4,3,89.72,3.36
954,Female,4,3,75,2.51
955,Male,4,1,94.27,3.78
956,Male,5,1,98.63,3.94
957,Male,5,4,79.18,2.39
958,Male,4,1,67.6,3.4
959,Male,4,1,88.9,2.94
960,Male,4,3,83.4,3.28
961,Male,4,1,72.72,2.98
962,Female,4,1,92.45,3.71
963,Female,5,3,92.18,2.75
964,Female,4,2,98.45,3.67
965,Male,4,2,82.06,3.37
966,Female,4,1,98.63,3.1
967,Female,4,4,74.7,2.75
968,Male,4,2,98.18,3
969,Female,4,2,90.09,3.47
970,Male,4,3,90,3.68
971,Female,4,1,74.78,2.88
972,Female,4,2,90.54,3.43
973,Female,4,2,84,3.28
974,Female,4,2,81.84,3.73
975,Female,4,1,85.27,3.44
976,Female,5,4,87.82,2.43
977,Male,4,3,63.18,2.78
978,Female,4,2,90.84,3
979,Female,4,2,95.9,3.81
980,Female,4,2,90,3.41
981,Male,5,2,91.45,2.64
982,Female,4,2,96.63,3.64
983,Male,4,4,72.62,3.56
984,Male,4,2,90,2.77
985,Female,4,1,75.81,3.69
986,Female,4,1,85,3.76
987,Male,4,1,81.54,3.31
988,Female,4,2,60,2.58
989,Female,4,1,88.09,3.8
990,Male,5,4,71.5,2.39
991,Female,4,2,84.02,3.66
992,Female,4,1,73.54,3.01
993,Female,4,1,75,2.84
994,Female,4,2,89.81,3.88
995,Male,4,2,90.4,3.49
996,Female,4,1,83.18,3.18
997,Female,4,1,85.2,3.91
998,Male,4,2,66.27,3.23
999,Female,4,1,71.63,2.94
1000,Male,4,1,99.63,3.98
1001,Female,4,1,97.81,3.91
1002,Male,4,4,75.23,2.58
1003,Male,4,3,87,3.9
1004,Male,4,4,92.72,3.1
1005,Female,4,2,87,2.75
1006,Male,4,1,79.42,3.23
1007,Male,4,1,96.81,3.87
1008,Male,4,3,91.27,2.76
1009,Female,5,3,94.18,3.08
1010,Male,4,3,91.27,3.7
1011,Female,5,1,99,3.95
1012,Male,4,1,62.54,3.33
1013,Female,4,2,89,2.47
1014,Male,4,1,86,3.47
1015,Female,4,2,57.54,3.87
1016,Female,4,1,92,3.71
1017,Male,4,3,75.67,1.94
1018,Male,4,3,91.09,3.69
1019,Male,5,3,78.27,2.58
1020,Female,4,3,83.18,3.16
1021,Female,4,1,99.27,3.96
1022,Male,4,1,76.72,3.47
1023,Female,4,2,82.5,3.15
1024,Male,4,1,89.73,3.22
1025,Female,4,3,77.27,3.07
1026,Female,4,1,95.45,3.82
1027,Male,4,4,84.09,3.37
1028,Male,5,5,64.81,3.32
1029,Male,4,1,84.55,3.42
1030,Female,4,2,74.5,2.93
1031,Female,4,1,92,3.44
1032,Female,4,2,65.36,3.8
1033,Female,4,2,59.45,3.72
1034,Female,4,2,45,3.32
1035,Female,4,1,86,3.58
1036,Male,4,4,78.8,2.61
1037,Female,4,2,95,3.68
1038,Female,4,3,91.18,3.64
1039,Female,4,4,76.9,3.41
1040,Male,4,1,99.27,3.96
1041,Female,4,1,89.54,3
1042,Female,4,1,95.82,3.84
1043,Female,4,1,79.6,3.6
1044,Female,4,4,71,2.61
1045,Male,4,1,80.5,3.27
1046,Female,4,4,92,3.89
1047,Male,4,1,85.88,3.55
1048,Female,4,2,80.09,2.64
1049,Female,4,2,53.27,3.65
1050,Male,4,2,90.36,3.3
1051,Female,4,2,79.09,3.54
1052,Female,4,3,75.81,3.45
1053,Male,4,4,72.17,3.11
1054,Female,5,2,98.1,2.86
1055,Male,4,3,83.9,3.19
1056,Female,4,4,79.36,3.41
1057,Female,4,1,86.81,3.58
1058,Female,4,1,93.27,3.74
1059,Female,4,4,81.45,3.61
1060,Male,4,2,86.55,2.4
1061,Male,5,4,80.81,2.36
1062,Male,4,4,78.45,2.18
1063,Male,4,2,85.9,3.34
1064,Male,4,1,76.66,3.26
1065,Male,4,2,84.63,3.94
1066,Male,5,3,82.45,2.68
1067,Male,5,4,88.09,2.33
1068,Female,4,4,87.18,3.49
1069,Female,4,4,85.3,3.56
1070,Male,4,4,89.45,3.35
1071,Male,4,1,73.91,1.82
1072,Female,5,2,98.45,2.97
1073,Male,4,2,86.36,3.26
1074,Male,4,3,75.64,2.83
1075,Female,5,2,91.18,3.11
1076,Male,4,3,86,2.89
1077,Male,4,1,98.6,3.94
1078,Male,4,1,75.8,2.68
1079,Female,4,2,83.81,3.32
1080,Female,4,2,65.75,3.01
1081,Male,4,1,80.82,3.28
1082,Female,4,1,90.9,3.26
1083,Female,4,4,91.9,3.57
1084,Female,5,1,97.36,3.9
1085,Female,4,1,96.81,3.87
1086,Female,4,1,97.54,3.35
1087,Male,4,1,98,3.92
1088,Male,4,1,96.63,3.85
1089,Female,4,2,90.36,3.56
1090,Female,4,3,90.5,2.38
1091,Male,4,2,99.99,3.3
1092,Female,4,3,61.8,2.89
1093,Female,4,2,91.18,3.46
1094,Female,4,2,94.09,3.6
1095,Male,4,1,97.63,3.56
1096,Female,4,3,95.63,3.61
1097,Female,4,4,62.9,2.67
1098,Male,4,1,91,2.85
1099,Female,4,1,90.45,3.64
1100,Female,4,2,77.09,2.3
1101,Female,4,1,93.1,2.97
1102,Male,4,3,89.81,3.15
1103,Male,4,1,87.8,3
1104,Female,5,1,99.9,3.99
1105,Male,4,3,84.72,2.26
1106,Female,4,2,93.9,3.16
1107,Male,4,2,73.8,2.23
1108,Male,4,4,82.45,3.34
1109,Male,4,3,80.36,3.65
1110,Male,5,3,87.82,2.66
1111,Male,4,1,91.54,3.34
1112,Female,4,1,97.64,3.39
1113,Female,4,2,72.66,3.2
1114,Female,4,1,97.73,3.49
1115,Male,5,2,84.72,2.91
1116,Female,4,2,97.64,3.76
1117,Male,4,2,88.83,3.08
1118,Male,4,3,90.18,3.51
1119,Female,4,1,82.09,3.2
1120,Male,4,4,89.81,2.92
1121,Male,4,1,82.68,2.46
1122,Male,4,2,76,3.12
1123,Male,4,3,80.45,2.75
1124,Female,4,3,90.36,3.07
1125,Male,5,2,90.36,2.72
1126,Male,4,3,69.9,2.7
1127,Male,4,2,73.27,3.2
1128,Male,4,1,63.63,2.64
1129,Female,4,4,74.64,3.71
1130,Male,4,3,87.82,3.4
1131,Female,5,5,70,2.97
1132,Female,4,1,90,2.98
1133,Female,4,1,90.36,3.32
1134,Male,4,1,92,3.18
1135,Male,4,3,82.66,2.74
1136,Male,4,2,56.18,2.46
1137,Male,4,4,82,3.32
1138,Male,4,2,84,3.24
1139,Male,5,3,84.54,2.49
1140,Female,4,3,81.81,3.48
1141,Male,4,4,88,3.68
1142,Female,4,2,75.27,3.48
1143,Male,4,4,62.72,3.83
1144,Female,4,2,92,3.74
1145,Male,4,1,83.9,3.38
1146,Male,4,1,63.68,2.24
1147,Male,5,5,88.18,2.65
1148,Male,4,2,78.81,3.52
1149,Female,4,3,83.5,3.64
1150,Female,4,1,97.45,3.97
1151,Female,4,1,74.81,3.06
1152,Male,4,2,95.67,2.64
1153,Male,4,3,73,2.6
1154,Male,4,1,90.72,2.62
1155,Female,4,2,57,3.25
1156,Female,4,4,89.27,2.72
1157,Male,4,2,79.63,3.61
1158,Female,4,2,93.27,3.58
1159,Male,4,2,82.55,2.94
1160,Female,4,3,74.81,3.21
1161,Male,5,1,96.9,3.88
1162,Female,4,2,91.36,3.57
1163,Male,5,1,90.18,3.63
1164,Female,4,2,99,3.98
1165,Male,4,2,80.33,2.71
1166,Female,4,1,75,3.62
1167,Female,4,1,95,3.96
1168,Male,4,2,70.63,2.56
1169,Male,4,1,68.45,2.82
1170,Female,4,1,97.8,2.54
1171,Female,4,3,93.09,2.91
1172,Female,4,4,80,3.4
1173,Female,4,1,94.36,3.42
1174,Female,4,1,48.52,3.62
1175,Female,4,2,68,3.4
1176,Male,4,2,89.63,2.75
1177,Female,4,1,86.3,3.69
1178,Female,4,2,71.1,3.1
1179,Female,4,2,71,2.96
1180,Male,4,3,91.09,3.03
1181,Male,4,3,87,3.42
1182,Male,5,2,99.63,2.98
1183,Male,4,2,86.36,3.23
1184,Female,4,3,68.9,3.78
1185,Female,4,4,76.9,3.68
1186,Female,4,2,67.81,3.74
1187,Male,5,1,99.18,3.96
1188,Female,4,1,86.36,3.41
1189,Male,4,2,86,3.5
1190,Male,4,3,83,3.1
1191,Male,4,3,84.36,3.37
1192,Female,4,3,91.18,3.62
1193,Female,4,1,78.81,3.88
1194,Female,4,2,98.18,3.62
1195,Female,4,1,74.9,3.54
1196,Female,4,1,83.18,3.37
1197,Female,4,2,99.27,3.99
1198,Male,4,1,82.36,3.34
1199,Female,4,2,90,3.31
1200,Male,5,1,88.18,3.55
1201,Male,4,1,91,3.66
1202,Female,4,2,99.54,4
1203,Female,4,4,81.63,3.66
1204,Male,5,4,85.64,2.3
1205,Female,4,3,84.54,3.51
1206,Male,4,3,84.54,3.48
1207,Female,4,4,84.72,3.7
1208,Male,4,3,91.09,2.72
1209,Male,5,4,79.1,2.52
1210,Male,4,3,88.09,2.51
1211,Male,4,1,62,2.46
1212,Male,4,4,88.09,3.55
1213,Female,4,4,66,2.51
1214,Female,4,2,56,3.3
1215,Female,4,4,84,3
1216,Female,4,2,87.33,3.51
1217,Female,4,3,90.54,3.58
1218,Female,4,2,92,2.54
1219,Male,4,3,81.5,3.01
1220,Male,4,2,49.81,2.43
1221,Male,4,4,76.73,3.57
1222,Male,4,3,71.36,3.08
1223,Male,4,3,61.27,2.88
1224,Female,4,2,81,3.19
1225,Female,4,4,81,3.82
1226,Female,4,1,70,2.88
1227,Female,4,4,86.6,3.48
1228,Male,4,3,91.27,3.98
1229,Female,4,1,94.09,3.77
1230,Male,4,4,55.36,3.84
1231,Female,4,1,50,3.51
1232,Female,4,3,68.45,2.3
1233,Male,4,2,89,3.33
1234,Female,4,1,45.73,3.31
1235,Male,4,1,87,3.08
1236,Male,4,2,77.18,2.66
1237,Male,4,2,74.5,3.13
1238,Female,5,3,93.18,3.19
1239,Male,4,3,76.18,1.93
1240,Male,4,3,80.8,3.21
1241,Male,4,2,99.82,3.02
1242,Male,4,1,93.09,3.52
1243,Female,4,2,80.5,3.61
1244,Male,4,4,91,2.73
1245,Male,4,1,62.9,2.54
1246,Male,4,1,85.9,3.41
1247,Male,4,1,87.27,2.94
1248,Female,4,2,85.27,3.53
1249,Female,5,1,99,3.95
1250,Female,4,4,70.5,3.15
1251,Male,5,1,90,3.62
1252,Male,4,2,92.36,2.82
1253,Female,4,2,90.7,3.53
1254,Male,4,3,80.04,2.01
1255,Female,4,2,86.09,3.22
1256,Female,4,1,94.54,3.79
1257,Female,4,1,70,2.58
1258,Female,4,1,78.27,2.31
1259,Female,5,2,99.64,3.22
1260,Male,4,1,86.36,3.74
1261,Female,4,4,84,3.65
1262,Male,4,1,89.27,3.13
1263,Male,4,1,64,2.66
1264,Male,4,1,77.63,2.98
1265,Female,4,1,98.81,3.95
1266,Male,5,2,99.09,1.53
1267,Female,4,4,84.36,3.88
1268,Female,4,4,83.54,3.68
1269,Female,4,2,68.7,2.91
1270,Male,4,3,49.81,2.9
1271,Male,4,4,83.9,2.68
1272,Male,4,1,85.54,3.45
1273,Male,4,2,88,2.7
1274,Female,4,1,92.09,3.7
1275,Female,4,4,83.55,3.88
1276,Female,4,1,83.54,3.38
1277,Female,5,1,98.81,3.95
1278,Male,4,1,55.5,2.34
1279,Female,4,1,82.09,3.33
1280,Female,4,4,66.18,3.37
1281,Female,4,3,77,2.77
1282,Male,4,1,88,3.55
1283,Male,4,1,85,3.43
1284,Female,5,1,98.63,3.94
1285,Female,4,4,81.27,3.78
1286,Male,4,1,94.36,3.77
1287,Male,5,1,96.54,3.86
1288,Female,4,1,63,2.62
1289,Female,4,3,91.1,3.84
1290,Female,4,2,98.27,3.64
1291,Female,4,2,66.91,3.4
1292,Female,4,1,98.63,3.94
1293,Male,4,1,94,2.56
1294,Female,4,3,85.7,3.6
1295,Female,4,2,98.9,3.42
1296,Female,4,2,78.18,2.92
1297,Male,4,2,77.7,2.13
1298,Female,4,3,87.18,2.86
1299,Female,4,2,92.97,2.91
1300,Female,4,3,78.76,3.24
1301,Female,4,1,94.18,3.74
1302,Female,4,3,92,2.18
1303,Male,4,1,43.72,2.45
1304,Male,4,1,85.45,3.45
1305,Male,4,4,83.91,3.34
1306,Male,5,3,87.9,2.45
1307,Female,5,2,98.18,3.11
1308,Female,4,1,70.7,2.91
1309,Female,4,2,58,2.66
1310,Male,4,1,82,3.32
1311,Male,4,2,98.27,3.8
1312,Male,4,4,77.09,3.53
1313,Female,4,2,78.72,3.74
1314,Female,5,2,98.81,3.09
1315,Male,4,3,72,3.11
1316,Male,4,3,92.64,3.47
1317,Male,5,1,89.09,3.59
1318,Male,4,2,77,3.36
1319,Female,4,4,89.27,3.51
1320,Female,4,1,79.72,3.24
1321,Male,4,1,80.54,3.55
1322,Male,4,2,98.18,3.59
1323,Male,5,5,88.63,2.9
1324,Male,4,1,97.81,3.91
1325,Female,4,1,89.63,3.61
1326,Female,4,1,68.68,2.78
1327,Female,4,1,81.45,3.3
1328,Male,4,2,95.9,3.87
1329,Female,4,2,92.18,3.39
1330,Male,4,2,75.5,2.48
1331,Female,4,4,70,2.84
1332,Male,4,1,90.45,4
1333,Male,4,3,86.36,3.74
1334,Male,5,1,86.54,3.49
1335,Female,4,1,63.63,2.88
1336,Male,4,2,85.5,2.91
1337,Female,4,4,79.18,3.17
1338,Male,4,1,81.54,3.31
1339,Male,4,2,78.08,3.24
1340,Male,4,1,82,2.94
1341,Male,4,2,83,2.45
1342,Female,4,3,86.72,3.78
1343,Male,4,2,86,3.6
1344,Female,5,5,90,3.03
1345,Male,4,1,90.63,3.54
1346,Female,4,2,93,3
1347,Male,4,4,90.18,3.22
1348,Female,4,4,81.5,3.3
1349,Female,4,1,98.63,3.94
1350,Male,4,4,90.27,2.67
1351,Female,4,3,93.18,2.48
1352,Female,4,2,80.58,3.36
1353,Male,4,1,97.6,2.86
1354,Male,4,3,69,2.65
1355,Male,4,2,80.9,3.59
1356,Female,4,4,82.8,2.48
1357,Male,4,2,98.73,3.69
1358,Male,4,2,62,2.13
1359,Female,4,3,82.27,3
1360,Female,4,1,88,3.45
1361,Male,4,3,81.72,3.4
1362,Female,4,2,97.54,3.38
1363,Male,4,1,82.7,3.33
1364,Male,5,5,80.18,2.72
1365,Male,5,2,89.81,2.77
1366,Female,4,1,92.72,3.81
1367,Male,4,2,85.09,3.54
1368,Male,4,4,85.9,3.65
1369,Male,4,1,65,1.89
1370,Male,4,3,88.45,3.52
1371,Female,4,2,88.33,3.66
1372,Female,4,2,96,3.77
1373,Female,4,4,82.88,3.72
1374,Female,4,3,75.18,3.23
1375,Female,4,4,76.45,3.91
1376,Male,4,3,92.27,3.65
1377,Male,5,1,97.5,3.9
1378,Female,4,3,79.64,3.5
1379,Female,4,3,93,2.75
1380,Female,4,3,83.45,3.63
1381,Female,4,4,85.81,3.59
1382,Female,4,3,76.1,2.93
1383,Male,5,5,82.71,3.15
1384,Male,4,3,91.45,3.84
1385,Male,4,3,90.54,3.26
1386,Female,4,1,82.9,3.26
1387,Female,4,4,83,2.73
1388,Male,4,1,72.45,2.52
1389,Female,4,2,78.63,3.71
1390,Female,4,2,96.45,3.65
1391,Male,4,2,85.81,2.77
1392,Male,4,2,77.6,2.91
1393,Male,4,2,87.9,2.81
1394,Male,4,2,98.09,3.63
1395,Female,4,2,99.63,3.33
1396,Male,4,1,74.27,3.04
1397,Female,4,1,86.8,3.25
1398,Male,4,1,83.9,3.39
1399,Female,4,2,99,3.25
1400,Male,4,4,68.81,3.51
1401,Male,4,1,90.81,3.65
1402,Female,4,1,82.85,3.4
1403,Female,4,2,95,3.76
1404,Female,4,4,86.79,2.9
1405,Male,4,2,94.54,3.43
1406,Male,4,1,82.27,3.18
1407,Female,4,3,66.72,2.85
1408,Female,4,3,75.73,2.34
1409,Female,5,3,85.27,2.75
1410,Female,4,1,98.09,3.92
1411,Female,4,2,97,3.75
1412,Male,4,1,80.73,3.28
1413,Male,4,2,64.09,2.39
1414,Female,4,4,88.45,3.14
1415,Female,4,1,74.27,3.24
1416,Male,4,1,93.09,3.73
1417,Male,4,1,94.9,3.8
1418,Male,5,4,90.81,2.34
1419,Male,4,2,68.45,3.84
1420,Female,4,2,97.45,3.66
1421,Female,4,4,81.27,2.99
1422,Female,4,3,88.45,3.92
1423,Male,4,2,97.36,3.62
1424,Male,5,4,51.49,2.03
1425,Female,4,1,82.45,3.34
1426,Male,4,1,96.27,3.5
1427,Female,4,4,87.09,3.1
1428,Male,4,1,96.72,3.55
1429,Male,4,4,92.8,3.32
1430,Female,4,2,70.5,3.71
1431,Male,4,2,82.9,3.34
1432,Male,4,4,69,2.84
1433,Female,4,2,84,3.54
1434,Female,4,2,89.94,3.62
1435,Male,4,1,68.9,1.52
1436,Female,4,2,82.81,2.73
1437,Female,4,1,68,2.81
1438,Male,4,3,81,2.87
1439,Female,4,2,90,2.68
1440,Male,4,4,60,2.25
1441,Male,4,3,60,3.11
1442,Female,4,1,93.36,3.73
1443,Female,4,1,75.8,1.97
1444,Female,4,4,89.72,3.65
1445,Male,4,1,83.9,3.52
1446,Male,5,1,77.27,2.58
1447,Female,4,2,97.81,3.57
1448,Female,4,2,73.27,3.61
1449,Male,5,1,98.9,3.95
1450,Female,5,4,80.72,2.69
1451,Male,5,2,94,2.61
1452,Female,4,1,83.94,1.6
1453,Male,4,4,80,2.38
1454,Male,4,1,80.73,3.28
1455,Male,4,2,89.18,3.2
1456,Female,4,1,62.27,2.94
1457,Male,4,1,87.5,2.06
1458,Male,5,1,94,3.77
1459,Female,4,4,91.09,3.78
1460,Female,5,1,99.81,3.98
1461,Female,4,1,82.6,3.25
1462,Female,4,4,85.22,3.28
1463,Female,4,2,90,3.37
1464,Female,4,2,97.36,3.85
1465,Female,4,4,79,3.69
1466,Female,4,2,90.36,3.4
1467,Female,4,2,78.72,3.4
1468,Male,4,2,95.45,3.01
1469,Female,4,1,74.54,3.15
1470,Male,4,1,98.18,3.92
1471,Male,4,3,92.09,3.75
1472,Male,4,2,77.5,3.46
1473,Female,4,2,81.81,2.59
1474,Female,5,3,68.27,2.74
1475,Male,4,2,90.85,3.18
1476,Female,4,2,98.27,3.48
1477,Male,4,2,86.8,3.1
1478,Female,4,3,83.36,3.74
1479,Female,4,3,80.01,3.19
1480,Female,4,1,91.09,3.28
1481,Female,4,1,78.64,3.8
1482,Male,4,2,58.58,2.51
1483,Male,4,3,56.45,2.32
1484,Male,4,1,62.18,3.52
1485,Male,4,1,87.45,2.61
1486,Male,5,3,68.5,2.85
1487,Male,4,4,73.83,2.61
1488,Male,4,3,77,3.38
1489,Female,4,2,98.36,3.73
1490,Male,4,1,94.9,3.67
1491,Male,4,1,94.72,3.55
1492,Male,4,1,57.18,2.41
1493,Female,4,1,81,3.26
1494,Female,4,1,92.84,3.42
1495,Female,4,1,94.72,3.79
1496,Female,4,4,91.8,3.63
1497,Male,4,4,78.9,3.16
1498,Male,4,2,86.36,2.88
1499,Male,4,2,90.6,2.85
1500,Male,4,1,90.9,3.65
1501,Male,4,4,58.3,2
1502,Male,4,1,88.55,3.57
1503,Male,4,2,89.81,2.48
1504,Male,4,1,63,2.62
1505,Female,4,2,72.5,2.87
1506,Female,4,4,92.63,3.9
1507,Female,4,4,70.18,3.53
1508,Male,4,3,89.81,3
1509,Female,4,1,71,3.65
1510,Male,5,1,97.81,3.91
1511,Male,4,4,50,2.94
1512,Female,4,1,98.3,3.75
1513,Female,4,4,78.63,3.44
1514,Male,4,4,86.9,3.66
1515,Male,4,1,95.45,3.81
1516,Male,4,1,77.82,3.17
1517,Male,4,1,88.03,3.55
1518,Male,4,2,76.36,1.85
1519,Female,4,2,93.36,3.41
1520,Male,4,2,75.81,3.9
1521,Female,5,2,98.63,2.95
1522,Male,4,1,83.45,3.38
1523,Female,4,3,64.18,3.65
1524,Female,4,2,98.63,3.6
1525,Female,4,3,66.9,3.43
1526,Female,4,1,86,3.4
1527,Female,4,4,59,3.15
1528,Male,4,1,91.18,3.66
1529,Female,4,3,78.81,3.76
1530,Female,4,1,97.63,3.9
1531,Male,4,2,85.63,2.65
1532,Male,4,1,79.27,3.7
1533,Male,4,1,92.45,3.47
1534,Male,4,3,77.77,2.72
1535,Male,4,2,90.18,3.68
1536,Male,4,1,60.85,3.7
1537,Male,4,4,45.02,2.02
1538,Male,4,2,89,2.03
1539,Male,5,4,79.81,2.44
1540,Male,4,2,77.45,3.77
1541,Female,4,4,81,3.46
1542,Female,4,1,88.45,3.56
1543,Female,4,1,86.27,3.26
1544,Male,4,2,90.6,2.28
1545,Female,5,1,99.45,3.97
1546,Female,4,4,75.7,3.2
1547,Female,4,1,91.18,3.66
1548,Female,4,1,96.82,3.74
1549,Male,4,2,80.33,2.66
1550,Male,5,1,93.63,3.75
1551,Female,4,4,57,3.15
1552,Female,4,1,93,3.66
1553,Female,4,3,74.22,3
1554,Female,4,1,89.51,3.71
1555,Female,4,1,85,3.28
1556,Female,4,3,55,2.94
1557,Female,4,2,97,2.32
1558,Male,4,2,58.81,3.19
1559,Female,4,3,91.91,3.24
1560,Female,4,1,85.8,3.6
1561,Male,4,3,90.72,2.47
1562,Female,4,1,97.97,3.91
1563,Male,4,2,87.15,3
1564,Male,4,2,81.65,2.8
1565,Female,4,3,73.81,3.4
1566,Male,4,2,79.27,3.45
1567,Female,5,4,93.45,2.67
1568,Female,4,3,86.57,3.46
1569,Male,4,4,79.45,3.68
1570,Female,4,3,85.8,3.53
1571,Male,4,2,93.63,3.15
1572,Male,4,2,86.72,3.68
1573,Female,4,1,62.65,3.74
1574,Female,4,1,75.9,3.96
1575,Male,4,3,61,2.48
1576,Male,4,1,88.45,3.94
1577,Female,4,1,65.36,2.71
1578,Male,4,1,76.1,3.2
1579,Female,4,1,85.45,3.84
1580,Male,4,2,47.47,2.46
1581,Female,4,3,61,2.55
1582,Male,4,3,83.88,2.72
1583,Male,4,1,89.8,3.69
1584,Male,4,4,80,3.42
1585,Female,5,1,99.6,3.98
1586,Male,4,3,80.18,3.93
1587,Female,4,1,90.09,3.55
1588,Female,4,2,61.5,3.61
1589,Female,4,2,96.27,3.41
1590,Male,4,2,79.72,2.43
1591,Male,4,1,75.45,2.51
1592,Male,4,1,85.54,2.73
1593,Female,4,1,90.63,3.06
1594,Female,4,1,80,3.6
1595,Female,4,1,74.81,3.62
1596,Male,4,2,75.27,2.94
1597,Female,4,1,96.72,4
1598,Female,4,4,90.09,3.73
1599,Female,4,3,79.9,3.31
1600,Female,4,4,89,2.87
1601,Female,4,4,73.63,3.8
1602,Male,4,4,85,3.63
1603,Female,4,2,64,2.44
1604,Female,4,1,90.9,3.65
1605,Female,4,2,64,3.37
1606,Female,4,4,60,2.45
1607,Male,4,2,81,2.88
1608,Female,4,4,78.27,3.32
1609,Male,5,2,98.45,2.89
1610,Female,4,2,93.09,3.79
1611,Female,4,2,83.36,3.49
1612,Female,4,1,85,3.34
1613,Male,4,1,58.27,1.86
1614,Male,4,4,81,2.82
1615,Male,4,4,75.54,3.29
1616,Male,4,1,93.9,3.76
1617,Male,4,2,74,3.53
1618,Female,5,2,95.09,2.98
1619,Male,5,2,99,2.64
1620,Male,4,4,88.8,3.03
1621,Female,4,3,94,2.47
1622,Male,4,1,94,3.77
1623,Female,4,3,94.78,3.67
1624,Female,4,3,86.45,2.6
1625,Male,4,4,69.48,2.75
1626,Male,4,1,91.45,1.5
1627,Male,4,2,52,2.83
1628,Male,4,2,99,3.83
1629,Female,4,4,82.55,2.48
1630,Female,4,1,95.72,3.83
1631,Male,4,1,94,3.54
